+EI TIC MRM (** -> **) 20221016 H5 2 MRM22.d  Subtract		
Index	X	Y
3797	23.93	2.69
3798	23.934	1.9
3799	23.939	1.19
3800	23.943	0.91
3801	23.948	0.93
3802	23.952	1.12
3803	23.957	1.64
3804	23.961	2.29
3805	23.966	2.67
3806	23.97	2.78
3807	23.975	2.86
3808	23.98	2.85
3809	23.984	2.33
3810	23.989	1.23
3811	23.993	0.22
3812	23.998	-0.05
3813	24.002	0.31
3814	24.007	0.95
3815	24.011	1.58
3816	24.016	1.75
3817	24.02	1.37
3818	24.025	1.02
3819	24.029	1.26
3820	24.034	1.92
3821	24.038	2.27
3822	24.043	1.86
3823	24.048	1.05
3824	24.052	0.66
3825	24.057	0.89
3826	24.061	1.3
3827	24.066	1.62
3828	24.07	2.01
3829	24.075	2.44
3830	24.079	2.67
3831	24.084	2.66
3832	24.088	2.66
3833	24.093	2.56
3834	24.097	1.91
3835	24.102	0.93
3836	24.106	0.64
3837	24.111	1.27
3838	24.115	1.75
3839	24.12	1.48
3840	24.125	0.98
3841	24.129	0.68
3842	24.134	0.53
3843	24.138	0.48
3844	24.143	0.58
3845	24.147	0.89
3846	24.152	1.36
3847	24.156	1.86
3848	24.161	2.27
3849	24.165	2.48
3850	24.17	2.37
3851	24.174	1.92
3852	24.179	1.22
3853	24.183	0.44
3854	24.188	-0.07
3855	24.193	-0.04
3856	24.197	0.38
3857	24.202	0.92
3858	24.206	1.47
3859	24.211	1.9
3860	24.215	2.12
3861	24.22	2.19
3862	24.224	2.15
3863	24.229	1.95
3864	24.233	1.9
3865	24.238	2.43
3866	24.242	3.31
3867	24.247	3.74
3868	24.251	3.34
3869	24.256	2.49
3870	24.261	1.76
3871	24.265	1.37
3872	24.27	1.14
3873	24.274	0.78
3874	24.279	0.42
3875	24.283	0.35
3876	24.288	0.68
3877	24.292	1.2
3878	24.297	1.48
3879	24.301	1.21
3880	24.306	0.61
3881	24.31	0.22
3882	24.315	0.19
3883	24.319	0.35
3884	24.324	0.59
3885	24.329	0.87
3886	24.333	1.01
3887	24.338	0.75
3888	24.342	0.09
3889	24.347	-0.71
3890	24.351	0.27
3891	24.356	0.25
3892	24.36	0.23
3893	24.365	0.26
3894	24.37	0.37
3895	24.374	0.46
3896	24.379	0.42
3897	24.383	0.28
3898	24.388	0.16
3899	24.393	0.12
3900	24.397	0.17
3901	24.402	0.28
3902	24.406	0.41
3903	24.411	0.44
3904	24.416	0.33
3905	24.42	0.2
3906	24.425	0.15
3907	24.429	0.17
3908	24.434	0.17
3909	24.439	0.15
3910	24.443	0.15
3911	24.448	0.16
3912	24.452	0.16
3913	24.457	0.15
3914	24.462	0.18
3915	24.466	0.25
3916	24.471	0.24
3917	24.475	0.15
3918	24.48	0.06
3919	24.485	0.01
3920	24.489	0
3921	24.494	0
3922	24.498	0
3923	24.503	0
3924	24.508	0
3925	24.512	0
3926	24.517	0
3927	24.521	0.01
3928	24.526	0.02
3929	24.531	0.01
3930	24.535	0.01
3931	24.54	0
3932	24.544	0
3933	24.549	0
3934	24.554	0
3935	24.558	0.01
3936	24.563	0.04
3937	24.567	0.11
3938	24.572	0.19
3939	24.577	0.26
3940	24.581	0.27
3941	24.586	0.21
3942	24.59	0.15
3943	24.595	0.17
3944	24.6	0.32
3945	24.604	0.59
3946	24.609	0.83
3947	24.613	0.89
3948	24.618	0.79
3949	24.623	0.66
3950	24.627	0.55
3951	24.632	0.4
3952	24.636	0.26
3953	24.641	0.18
3954	24.645	0.15
3955	24.65	0.19
3956	24.655	0.27
3957	24.659	0.37
3958	24.664	0.47
3959	24.668	0.52
3960	24.673	0.44
3961	24.678	0.27
3962	24.682	0.18
3963	24.687	0.25
3964	24.691	0.45
3965	24.696	0.63
3966	24.701	0.69
3967	24.705	0.63
3968	24.71	0.51
3969	24.714	0.37
3970	24.719	0.29
3971	24.724	0.32
3972	24.728	0.45
3973	24.733	0.63
3974	24.737	0.73
3975	24.742	0.67
3976	24.747	0.52
3977	24.751	0.39
3978	24.756	0.34
3979	24.76	0.33
3980	24.765	0.33
3981	24.77	0.33
3982	24.774	0.33
3983	24.779	0.35
3984	24.783	0.41
3985	24.788	0.48
3986	24.793	0.48
3987	24.797	0.4
3988	24.802	0.3
3989	24.806	0.18
3990	24.811	0.03
3991	24.816	-0.11
3992	24.82	-0.22
3993	24.825	-0.31
3994	24.829	-0.33
3995	24.834	-0.28
3996	24.839	-0.17
3997	24.843	-0.08
3998	24.848	-0.11
3999	24.852	-0.25
4000	24.857	-0.39
4001	24.862	-0.43
4002	24.866	-0.34
4003	24.871	-0.18
4004	24.875	-0.03
4005	24.88	0
4006	24.885	-0.06
4007	24.889	-0.13
4008	24.894	-0.13
4009	24.898	-0.07
4010	24.903	-0.03
4011	24.908	-0.01
4012	24.912	0
4013	24.917	0
4014	24.921	0
4015	24.926	0
4016	24.931	0
4017	24.935	0
4018	24.94	0
4019	24.944	-0.02
4020	24.949	-0.06
4021	24.954	-0.14
4022	24.958	-0.22
4023	24.963	-0.24
4024	24.967	-0.19
4025	24.972	-0.15
4026	24.977	-0.2
4027	24.981	-0.28
4028	24.986	-0.31
4029	24.99	-0.28
4030	24.995	-0.24
4031	25	-0.18
4032	25.004	-0.1
4033	25.009	-0.05
4034	25.013	-0.05
4035	25.018	-0.12
4036	25.023	-0.24
4037	25.027	-0.37
4038	25.032	-0.48
4039	25.036	-0.45
4040	25.041	-0.31
4041	25.046	-0.21
4042	25.05	-0.22
4043	25.055	-0.28
4044	25.059	-0.31
4045	25.064	-0.32
4046	25.069	-0.34
4047	25.073	-0.36
4048	25.078	-0.35
4049	25.082	-0.26
4050	25.087	-0.14
4051	25.092	-0.14
4052	25.096	-0.31
4053	25.101	-0.5
4054	25.105	-0.52
4055	25.11	-0.35
4056	25.115	-0.17
4057	25.119	-0.06
4058	25.124	-0.05
4059	25.128	-0.08
4060	25.133	-0.13
4061	25.138	-0.23
4062	25.142	-0.32
4063	25.147	-0.35
4064	25.151	-0.32
4065	25.156	-0.26
4066	25.161	-0.21
4067	25.165	-0.16
4068	25.17	-0.13
4069	25.174	-0.09
4070	25.179	-0.09
4071	25.184	-0.15
4072	25.188	-0.25
4073	25.193	-0.34
4074	25.197	-0.39
4075	25.202	-0.42
4076	25.206	-0.44
4077	25.211	-0.43
4078	25.216	-0.43
4079	25.22	-0.41
4080	25.225	-0.32
4081	25.229	-0.17
4082	25.234	-0.05
4083	25.239	-0.01
4084	25.243	-0.01
4085	25.248	-0.03
4086	25.252	-0.05
4087	25.257	-0.05
4088	25.262	-0.01
4089	25.266	0.05
4090	25.271	0.11
4091	25.275	0.12
4092	25.28	0.09
4093	25.285	0.04
4094	25.289	0.01
4095	25.294	-0.04
4096	25.298	-0.18
4097	25.303	-0.36
4098	25.308	-0.45
4099	25.312	-0.38
4100	25.317	-0.25
4101	25.321	-0.16
4102	25.326	-0.08
4103	25.331	0.06
4104	25.335	0.27
4105	25.34	0.49
4106	25.344	0.71
4107	25.349	0.86
4108	25.354	0.88
4109	25.358	0.77
4110	25.363	0.58
4111	25.367	0.35
4112	25.372	0.13
4113	25.377	0.01
4114	25.381	0.05
4115	25.386	0.17
4116	25.39	0.23
4117	25.395	0.15
4118	25.4	-0.01
4119	25.404	-0.19
4120	25.409	-0.36
4121	25.413	-0.52
4122	25.418	-0.63
4123	25.423	-0.63
4124	25.427	-0.58
4125	25.432	-0.5
4126	25.436	-0.34
4127	25.441	-0.09
4128	25.446	0.15
4129	25.45	0.22
4130	25.455	0.13
4131	25.459	0.01
4132	25.464	-0.06
4133	25.469	-0.03
4134	25.473	0.04
4135	25.478	0.17
4136	25.482	0.32
4137	25.487	0.34
4138	25.492	0.2
4139	25.496	0.07
4140	25.501	0.04
4141	25.505	0.08
4142	25.51	0.21
4143	25.515	0.33
4144	25.519	0.34
4145	25.524	0.29
4146	25.528	0.26
4147	25.533	0.28
4148	25.538	0.29
4149	25.542	0.2
4150	25.547	0.05
4151	25.551	-0.05
4152	25.556	-0.11
4153	25.561	-0.16
4154	25.565	-0.15
4155	25.57	0.01
4156	25.574	0.29
4157	25.579	0.49
4158	25.584	0.5
4159	25.588	0.41
4160	25.593	0.38
4161	25.597	0.52
4162	25.602	0.72
4163	25.607	0.85
4164	25.611	0.86
4165	25.616	0.78
4166	25.62	0.65
4167	25.625	0.49
4168	25.63	0.36
4169	25.634	0.31
4170	25.639	0.39
4171	25.643	0.6
4172	25.648	0.82
4173	25.653	0.94
4174	25.657	0.91
4175	25.662	0.81
4176	25.666	0.73
4177	25.671	0.74
4178	25.676	0.9
4179	25.68	1.12
4180	25.685	1.29
4181	25.689	1.32
4182	25.694	1.26
4183	25.699	1.22
4184	25.703	1.23
4185	25.708	1.27
4186	25.712	1.29
4187	25.717	1.27
4188	25.722	1.21
4189	25.726	1.13
4190	25.731	1.05
4191	25.735	0.97
4192	25.74	0.91
4193	25.744	0.85
4194	25.749	0.81
4195	25.754	0.85
4196	25.758	0.95
4197	25.763	1.02
4198	25.767	1.02
4199	25.772	0.93
4200	25.777	0.81
4201	25.781	0.74
4202	25.786	0.79
4203	25.79	0.86
4204	25.795	0.83
4205	25.8	0.74
4206	25.804	0.8
4207	25.809	1.06
4208	25.813	1.29
4209	25.818	1.32
4210	25.823	1.3
4211	25.827	1.33
4212	25.832	1.38
4213	25.836	1.43
4214	25.841	1.52
4215	25.846	1.59
4216	25.85	1.56
4217	25.855	1.44
4218	25.859	1.31
4219	25.864	1.28
4220	25.869	1.31
4221	25.873	1.28
4222	25.878	1.15
4223	25.882	0.98
4224	25.887	0.84
4225	25.892	0.78
4226	25.896	0.79
4227	25.901	0.81
4228	25.905	0.77
4229	25.91	0.72
4230	25.915	0.74
4231	25.919	0.8
4232	25.924	0.8
4233	25.928	0.72
4234	25.933	0.65
4235	25.938	0.64
4236	25.942	0.67
4237	25.947	0.69
4238	25.951	0.65
4239	25.956	0.51
4240	25.961	0.36
4241	25.965	0.32
4242	25.97	0.41
4243	25.974	0.62
4244	25.979	0.84
4245	25.984	0.91
4246	25.988	0.87
4247	25.993	0.84
4248	25.997	0.86
4249	26.002	-0.38

