+EI TIC MRM (** -> **) 20221016 H5 2 MRM22.d  Subtract		
Index	X	Y
1285	11.986	131.9
1286	11.991	128.9
1287	11.996	121.9
1288	12.001	114.5
1289	12.006	106.77
1290	12.011	98.42
1291	12.017	93.75
1292	12.022	96.19
1293	12.027	102.99
1294	12.032	110.23
1295	12.037	120.84
1296	12.042	142.94
1297	12.047	179.46
1298	12.052	222.08
1299	12.057	256.78
1300	12.062	274.64
1301	12.067	270.12
1302	12.072	241.21
1303	12.077	196.55
1304	12.082	150.06
1305	12.087	112.8
1306	12.093	89.32
1307	12.098	78.51
1308	12.103	75.9
1309	12.108	76.94
1310	12.113	77.8
1311	12.118	76
1312	12.123	72.19
1313	12.128	69.46
1314	12.133	68.7
1315	12.138	68.14
1316	12.143	66.63
1317	12.148	64.02
1318	12.153	60.26
1319	12.158	57.35
1320	12.163	58.15
1321	12.168	61.88
1322	12.174	65.54
1323	12.179	67.53
1324	12.184	66.86
1325	12.189	63.82
1326	12.194	61.56
1327	12.199	63.02
1328	12.204	66.77
1329	12.209	69.47
1330	12.214	70.98
1331	12.219	73.64
1332	12.224	79.35
1333	12.229	87.4
1334	12.234	94
1335	12.239	95.52
1336	12.244	92.1
1337	12.25	85.95
1338	12.255	78.37
1339	12.26	69.89
1340	12.265	61.15
1341	12.27	55.07
1342	12.275	54.01
1343	12.28	55.17
1344	12.285	55.19
1345	12.29	54.77
1346	12.295	55.02
1347	12.3	55.17
1348	12.305	54.93
1349	12.31	56.05
1350	12.315	60.52
1351	12.32	67.7
1352	12.326	75.42
1353	12.331	82.15
1354	12.336	86.77
1355	12.341	91.59
1356	12.346	62.48
1357	12.355	-22.98
1358	12.36	-19.43
1359	12.364	-13.37
1360	12.369	-5.57
1361	12.374	0.28
1362	12.378	0.18
1363	12.383	-3.26
1364	12.387	-2.11
1365	12.392	10.7
1366	12.396	41.03
1367	12.401	90.96
1368	12.405	153.34
1369	12.41	214.51
1370	12.414	262.24
1371	12.419	291.04
1372	12.423	301.66
1373	12.428	297.07
1374	12.432	281.37
1375	12.437	261.18
1376	12.441	243.62
1377	12.446	231.47
1378	12.451	223.46
1379	12.455	217.43
1380	12.46	211.24
1381	12.464	203.83
1382	12.469	196.05
1383	12.473	189.97
1384	12.478	187.49
1385	12.482	188.03
1386	12.487	190.1
1387	12.491	193.76
1388	12.496	205.03
1389	12.5	238.93
1390	12.505	317.26
1391	12.509	462.25
1392	12.514	688.37
1393	12.518	989.43
1394	12.523	1318.64
1395	12.528	1572.97
1396	12.532	1639.67
1397	12.537	1476.07
1398	12.541	1126.92
1399	12.546	704.3
1400	12.55	323.19
1401	12.555	52.64
1402	12.559	-83.32
1403	12.564	-106.78
1404	12.568	-73.01
1405	12.573	-23.24
1406	12.577	22.13
1407	12.582	52.11
1408	12.586	66.43
1409	12.591	73.6
1410	12.595	79.97
1411	12.6	83.97
1412	12.604	82.62
1413	12.609	78.18
1414	12.614	75.31
1415	12.618	75.7
1416	12.623	78.5
1417	12.627	81.9
1418	12.632	84.15
1419	12.636	84.64
1420	12.641	84.39
1421	12.645	84.64
1422	12.65	85.5
1423	12.654	86.8
1424	12.659	89.38
1425	12.663	96.7
1426	12.668	111.63
1427	12.672	133.74
1428	12.677	163.8
1429	12.681	203.66
1430	12.686	247.86
1431	12.691	285.96
1432	12.695	309.9
1433	12.7	312.89
1434	12.704	290.91
1435	12.709	248.96
1436	12.713	197.2
1437	12.718	146.25
1438	12.722	104.58
1439	12.727	77.19
1440	12.731	62.43
1441	12.736	57.02
1442	12.74	57.9
1443	12.745	60.43
1444	12.749	60.66
1445	12.754	57.67
1446	12.758	51.95
1447	12.763	44.98
1448	12.768	39.4
1449	12.772	36.26
1450	12.777	34.85
1451	12.781	34.25
1452	12.786	33.13
1453	12.79	30.67
1454	12.795	28.63
1455	12.799	29.48
1456	12.804	32.79
1457	12.808	36.08
1458	12.813	38.28
1459	12.817	41.18
1460	12.822	46.87
1461	12.826	54.27
1462	12.831	60.21
1463	12.835	63.48
1464	12.84	64.76
1465	12.845	64.95
1466	12.849	64
1467	12.854	61.2
1468	12.858	57.61
1469	12.863	56.08
1470	12.867	57.45
1471	12.872	60.61
1472	12.876	64.83
1473	12.881	69.6
1474	12.885	73.71
1475	12.89	76.47
1476	12.894	78.05
1477	12.899	77.69
1478	12.903	75.13
1479	12.908	71.96
1480	12.912	69.48
1481	12.917	67.55
1482	12.921	66.06
1483	12.926	66.11
1484	12.931	68.26
1485	12.935	70.44
1486	12.94	71.98
1487	12.944	75.45
1488	12.949	80.1
1489	12.953	81.16
1490	12.958	78.17
1491	12.962	75.75
1492	12.967	76.93
1493	12.971	82.61
1494	12.976	93.09
1495	12.98	107.58
1496	12.985	124.03
1497	12.989	138.07
1498	12.994	142.87
1499	12.998	136.12
1500	13.003	121.53
1501	13.008	103.61
1502	13.012	87.31
1503	13.017	77.24
1504	13.021	73.1
1505	13.026	72.02
1506	13.03	73.8
1507	13.035	78.41
1508	13.039	82.46
1509	13.044	83.57
1510	13.048	82.65
1511	13.053	80.06
1512	13.057	76.23
1513	13.062	72.6
1514	13.066	68.79
1515	13.071	63.08
1516	13.075	57.34
1517	13.08	55.17
1518	13.085	56.48
1519	13.089	59.49
1520	13.094	64.41
1521	13.098	71.33
1522	13.103	79.12
1523	13.107	87.38
1524	13.112	97.47
1525	13.116	112.64
1526	13.121	137.21
1527	13.125	174.14
1528	13.13	222.03
1529	13.134	275.58
1530	13.139	326.54
1531	13.143	367.33
1532	13.148	392.03
1533	13.152	398.53
1534	13.157	391.11
1535	13.162	375.67
1536	13.166	356
1537	13.171	338.73
1538	13.175	330.7
1539	13.18	330.8
1540	13.184	331.86
1541	13.189	329.47
1542	13.193	324.5
1543	13.198	321.94
1544	13.202	325.14
1545	13.207	332.34
1546	13.211	342.63
1547	13.216	358.74
1548	13.22	381.21
1549	13.225	407.03
1550	13.229	432.08
1551	13.234	456.5
1552	13.239	488.9
1553	13.243	533.28
1554	13.248	565.09
1555	13.252	31.57
1556	13.257	33.24
1557	13.261	33.86
1558	13.266	33.33
1559	13.27	31.79
1560	13.275	29.11
1561	13.279	26.11
1562	13.284	24.43
1563	13.288	24.59
1564	13.293	25.96
1565	13.297	27.7
1566	13.302	29.66
1567	13.306	32.23
1568	13.311	34.87
1569	13.316	37.29
1570	13.32	40.69
1571	13.325	45.52
1572	13.329	50.51
1573	13.334	54.27
1574	13.338	56.32
1575	13.343	57.58
1576	13.347	59.47
1577	13.352	62.98
1578	13.356	68.31
1579	13.361	75.41
1580	13.365	84.77
1581	13.37	96.36
1582	13.374	109.41
1583	13.379	122.34
1584	13.384	132.36
1585	13.388	137.6
1586	13.393	138.64
1587	13.397	138
1588	13.402	138.7
1589	13.406	142.88
1590	13.411	150.34
1591	13.415	158.89
1592	13.42	167.77
1593	13.424	178.47
1594	13.429	191.22
1595	13.433	204.91
1596	13.438	219.05
1597	13.442	232.18
1598	13.447	234.75
1599	13.452	6.42
1600	13.457	6.81
1601	13.462	8.67
1602	13.467	14.5
1603	13.472	27.38
1604	13.477	48.56
1605	13.482	75.9
1606	13.487	103.77
1607	13.492	122.11
1608	13.497	116
1609	13.502	65.15
1610	13.507	-51.45
1611	13.512	-242.46
1612	13.517	-495.64
1613	13.522	-782.57
1614	13.528	-1071.13
1615	13.533	-1341.74
1616	13.538	-1592.42
1617	13.543	-1822.42
1618	13.548	-2024.41
1619	13.553	-2204.31
1620	13.558	-2380.66
1621	13.563	-2561.78
1622	13.568	-2739.42
1623	13.573	-2901.67
1624	13.578	-3045.94
1625	13.583	-3188.31
1626	13.588	-3350.06
1627	13.593	-3534.59
1628	13.598	-3724.58
1629	13.603	-3894.82
1630	13.609	-4026.31
1631	13.614	-4125.36
1632	13.619	-4220.08
1633	13.624	-4330.62
1634	13.629	-4461.45
1635	13.634	-4642.17
1636	13.639	-4910.9
1637	13.644	-5232.46
1638	13.649	-5500.44
1639	13.654	-5595.34
1640	13.659	-5418.51
1641	13.664	-4926.71
1642	13.669	-4174.66
1643	13.674	-3324.47
1644	13.679	-2558.95
1645	13.685	-1999.3
1646	13.69	-1680.99
1647	13.695	-1590.81
1648	13.7	-1678.63
1649	13.705	-1894.65
1650	13.71	-2194.32
1651	13.715	-2489.01
1652	13.72	-2672.84
1653	13.725	-2730.49
1654	13.73	-2725.95
1655	13.735	-2698.03
1656	13.74	-2634.86
1657	13.745	-2530.42
1658	13.75	-2425.11
1659	13.755	-2375.19
1660	13.761	-2367.34
1661	13.766	-2283.06
1662	13.771	-1959.24
1663	13.776	-1241.86
1664	13.781	31.67
1665	13.786	1932.79
1666	13.791	4050.75
1667	13.796	5345.36
1668	13.801	4290.15
1669	13.806	-331.5
1670	13.811	-8166.33
1671	13.816	-16735.86
1672	13.821	-22558.1
1673	13.826	-23440.57
1674	13.831	-19831.6
1675	13.836	-14101.22
1676	13.842	-8714.17
1677	13.847	-4921.5
1678	13.852	-2737.25
1679	13.857	-1634.8
1680	13.862	-1116.42
1681	13.867	-892
1682	13.877	1.1
1683	13.881	1.84
1684	13.886	3.62
1685	13.89	7.3
1686	13.895	12.98
1687	13.899	19.06
1688	13.904	23.02
1689	13.908	24.55
1690	13.913	25.01
1691	13.917	26.34
1692	13.922	29.93
1693	13.926	34.2
1694	13.931	37.26
1695	13.935	40.45
1696	13.94	44.6
1697	13.944	48.42
1698	13.949	50.93
1699	13.954	52.03
1700	13.958	52.21
1701	13.963	52.02
1702	13.967	51.95
1703	13.972	52.86
1704	13.976	54.9
1705	13.981	56.61
1706	13.985	57.1
1707	13.99	57.29
1708	13.994	59.46
1709	13.999	65.24
1710	14.003	75.23
1711	14.008	92.33
1712	14.012	120.87
1713	14.017	160.74
1714	14.021	203.5
1715	14.026	235.05
1716	14.03	240.56
1717	14.035	215.89
1718	14.04	169.2
1719	14.044	114.43
1720	14.049	66.69
1721	14.053	34.59
1722	14.058	19.15
1723	14.062	15.41
1724	14.067	16.99
1725	14.071	19.89
1726	14.076	22.42
1727	14.08	24.43
1728	14.085	26.92
1729	14.089	29.69
1730	14.094	30.78
1731	14.098	29.69
1732	14.103	28.32
1733	14.107	27.3
1734	14.112	25.33
1735	14.117	22.77
1736	14.121	21.76
1737	14.126	22.86
1738	14.13	25.07
1739	14.135	28.86
1740	14.139	35.64
1741	14.144	44
1742	14.148	50.25
1743	14.153	51.5
1744	14.157	47.07
1745	14.162	38.59
1746	14.166	28.6
1747	14.171	18.75
1748	14.175	10.07
1749	14.18	4.12
1750	14.184	3.36
1751	14.189	2.44
1752	14.194	2.58
1753	14.198	4.36
1754	14.203	7.6
1755	14.207	12.15
1756	14.212	17.84
1757	14.216	23.3
1758	14.221	26.35
1759	14.225	26.36
1760	14.23	24.71
1761	14.234	22.06
1762	14.239	18.41
1763	14.243	14.52
1764	14.248	11.83
1765	14.252	10.93
1766	14.257	10.68
1767	14.262	9.82
1768	14.266	9.36
1769	14.271	10.57
1770	14.275	12.49
1771	14.28	13.64
1772	14.284	13.99
1773	14.289	14.2
1774	14.293	15.25
1775	14.298	17.76
1776	14.302	21.39
1777	14.307	25.44
1778	14.311	29.98
1779	14.316	35.74
1780	14.32	43.63
1781	14.325	53.98
1782	14.33	64.4
1783	14.334	69.57
1784	14.339	65.26
1785	14.343	51.54
1786	14.348	33.21
1787	14.352	16.83
1788	14.357	6.66
1789	14.361	3.85
1790	14.366	5.91
1791	14.37	9.1
1792	14.375	12.62
1793	14.379	16.54
1794	14.384	18.55
1795	14.388	16.75
1796	14.393	12.02
1797	14.398	7.35
1798	14.402	5.89
1799	14.407	7.65
1800	14.411	9.45
1801	14.416	9.82
1802	14.42	10.23
1803	14.425	11.46
1804	14.429	12.7
1805	14.434	13.24
1806	14.438	12.91
1807	14.443	12.24
1808	14.447	12.29
1809	14.452	13
1810	14.456	13.86
1811	14.461	15.56
1812	14.465	18.52
1813	14.47	22.08
1814	14.475	25.59
1815	14.479	27.88
1816	14.484	27.32
1817	14.488	23.17
1818	14.493	16.27
1819	14.497	8.83
1820	14.502	3.78
1821	14.506	2.95
1822	14.511	5.55
1823	14.515	8.77
1824	14.52	10.54
1825	14.524	10.85
1826	14.529	11.14
1827	14.533	12.55
1828	14.538	14.87
1829	14.543	17.05
1830	14.547	17.92
1831	14.552	17.1
1832	14.556	15.21
1833	14.561	13.35
1834	14.565	12.25
1835	14.57	11.94
1836	14.574	12.01
1837	14.579	11.85
1838	14.583	11.37
1839	14.588	11.04
1840	14.592	10.84
1841	14.597	10.71
1842	14.601	11.11
1843	14.606	11.53
1844	14.611	11.1
1845	14.615	10.75
1846	14.62	11.51
1847	14.624	12.22
1848	14.629	11.74
1849	14.633	10.87
1850	14.638	11.05
1851	14.642	12.6
1852	14.647	14.55
1853	14.651	15.29
1854	14.656	13.84
1855	14.66	11.36
1856	14.665	10.07
1857	14.669	10.04
1858	14.674	9.73
1859	14.679	8.73
1860	14.683	7.78
1861	14.688	7.56
1862	14.692	8.56
1863	14.697	10.45
1864	14.701	12.49
1865	14.706	14.46
1866	14.71	15.33
1867	14.715	13.85
1868	14.719	11.77
1869	14.724	12.15
1870	14.728	14.66
1871	14.733	16.76
1872	14.737	18.42
1873	14.742	21.01
1874	14.747	23.19
1875	14.751	22.53
1876	14.756	19.4
1877	14.76	16.23
1878	14.765	14.1
1879	14.769	12.72
1880	14.774	12.31
1881	14.778	13.21
1882	14.783	14.97
1883	14.787	16.87
1884	14.792	18.82
1885	14.796	20.41
1886	14.801	4.31
1887	14.806	3.88
1888	14.811	4.46
1889	14.816	5.15
1890	14.821	4.84
1891	14.826	4.76
1892	14.831	7.17
1893	14.836	11.63
1894	14.842	15.81
1895	14.847	18.7
1896	14.852	21.19
1897	14.857	24.16
1898	14.862	25.99
1899	14.867	25.61
1900	14.872	24.84
1901	14.877	24.68
1902	14.882	25.36
1903	14.887	27.28
1904	14.892	28.24
1905	14.897	26.74
1906	14.902	25.83
1907	14.907	27.58
1908	14.913	29.65
1909	14.918	30.35
1910	14.923	30.63
1911	14.928	31.46
1912	14.933	32.95
1913	14.938	34.25
1914	14.943	34.33
1915	14.948	32.99
1916	14.953	32.14
1917	14.958	35.92
1918	14.963	47.27
1919	14.968	65.1
1920	14.973	83.84
1921	14.978	95.23
1922	14.983	94.23
1923	14.989	81.79
1924	14.994	61.71
1925	14.999	39.2
1926	15.004	21.43
1927	15.009	13.01
1928	15.014	12.42
1929	15.019	15.45
1930	15.024	18.97
1931	15.029	21.17
1932	15.034	21
1933	15.039	18.99
1934	15.044	17.08
1935	15.049	17
1936	15.054	18.77
1937	15.06	20.62
1938	15.065	20.42
1939	15.07	17.61
1940	15.075	14.23
1941	15.08	12.52
1942	15.085	12.61
1943	15.09	12.93
1944	15.095	12.03
1945	15.1	10.48
1946	15.105	10.13
1947	15.11	11.58
1948	15.115	13.59
1949	15.12	14.39
1950	15.125	13.39
1951	15.131	11.56
1952	15.136	10.75
1953	15.141	12.84
1954	15.146	17.85
1955	15.151	23.14
1956	15.156	26.63
1957	15.161	28.27
1958	15.166	27.92
1959	15.171	25.11
1960	15.176	20.85
1961	15.181	16.28
1962	15.186	12.21
1963	15.191	9.93
1964	15.196	9.85
1965	15.202	11.68
1966	15.207	14.84
1967	15.212	17.47
1968	15.217	17.52
1969	15.222	14.81
1970	15.227	11.62
1971	15.232	10.65
1972	15.237	11.38
1973	15.242	11.63
1974	15.247	11.58
1975	15.252	12.26
1976	15.257	13.54
1977	15.262	16.11
1978	15.267	20.54
1979	15.273	25.33
1980	15.278	29.11
1981	15.283	31.1
1982	15.288	31.32
1983	15.293	30.46
1984	15.298	28.79
1985	15.303	26.59
1986	15.308	24.91
1987	15.313	24.26
1988	15.318	23.96
1989	15.323	22.83
1990	15.328	20.51
1991	15.333	18.02
1992	15.338	17.13
1993	15.344	20.49
1994	15.349	54.87
1995	15.356	25.11
1996	15.361	17.55
1997	15.366	11.8
1998	15.371	8.93
1999	15.377	9.12
2000	15.382	11.42
2001	15.387	13.55
2002	15.392	13.77
2003	15.397	11.77
2004	15.402	9.41
2005	15.407	9.22
2006	15.412	12.27
2007	15.417	17.91
2008	15.422	23.31
2009	15.427	25.76
2010	15.432	25.88
2011	15.437	25.52
2012	15.443	24.92
2013	15.448	23.58
2014	15.453	21.88
2015	15.458	20.5
2016	15.463	20.13
2017	15.468	21.59
2018	15.473	23.87
2019	15.478	24.51
2020	15.483	22.73
2021	15.488	20.18
2022	15.493	18.85
2023	15.498	19.01
2024	15.503	19.52
2025	15.509	20.33
2026	15.514	21.95
2027	15.519	23.15
2028	15.524	22.15
2029	15.529	19.13
2030	15.534	16.86
2031	15.539	18.56
2032	15.544	25.41
2033	15.549	36.7
2034	15.554	50.48
2035	15.559	63.77
2036	15.564	73.24
2037	15.569	73.28
2038	15.575	61.46
2039	15.58	44.94
2040	15.585	33.47
2041	15.59	28.64
2042	15.595	27.02
2043	15.6	25.56
2044	15.605	23.41
2045	15.61	21.47
2046	15.615	21.19
2047	15.62	21.64
2048	15.625	20.49
2049	15.63	18.01
2050	15.635	16.01
2051	15.641	15.01
2052	15.646	18.76
2053	15.655	6.7
2054	15.66	7.58
2055	15.664	9.76
2056	15.669	13.31
2057	15.673	18.15
2058	15.678	23.47
2059	15.683	28.02
2060	15.687	30.61
2061	15.692	30.79
2062	15.696	29.01
2063	15.701	26.3
2064	15.705	24.05
2065	15.71	22.44
2066	15.714	20.27
2067	15.719	17.66
2068	15.723	16.31
2069	15.728	17.36
2070	15.732	20.84
2071	15.737	26.43
2072	15.741	32.42
2073	15.746	35.68
2074	15.75	35.67
2075	15.755	34.39
2076	15.76	33.59
2077	15.764	34.61
2078	15.769	37.98
2079	15.773	42.51
2080	15.778	46.19
2081	15.782	48.06
2082	15.787	49.06
2083	15.791	49.77
2084	15.796	49.35
2085	15.8	47.26
2086	15.805	44.49
2087	15.809	42.52
2088	15.814	42.7
2089	15.818	45.25
2090	15.823	48.95
2091	15.828	53.04
2092	15.832	57.39
2093	15.837	60.24
2094	15.841	58.75
2095	15.846	51.48
2096	15.85	40.29
2097	15.855	29.71
2098	15.859	22.89
2099	15.864	19.66
2100	15.868	17.72
2101	15.873	12.1
2102	15.877	11.17
2103	15.882	10.84
2104	15.886	10.52
2105	15.891	9.59
2106	15.896	8.39
2107	15.9	7.58
2108	15.905	7.39
2109	15.909	7.45
2110	15.914	7.27
2111	15.918	7.21
2112	15.923	8.1
2113	15.927	9.63
2114	15.932	10.82
2115	15.936	11.38
2116	15.941	11.34
2117	15.945	11
2118	15.95	11.24
2119	15.954	12.35
2120	15.959	13.74
2121	15.963	14.71
2122	15.968	14.89
2123	15.973	14.77
2124	15.977	15.3
2125	15.982	16.25
2126	15.986	16.73
2127	15.991	16.64
2128	15.995	16.36
2129	16	16.52
2130	16.004	17.73
2131	16.009	19.29
2132	16.013	19.98
2133	16.018	20.05
2134	16.022	20.87
2135	16.027	22.51
2136	16.031	23.58
2137	16.036	42.21
2138	16.04	298.8
2139	16.045	271.71
2140	16.05	247.62
2141	16.054	236.42
2142	16.059	243.72
2143	16.063	274.78
2144	16.068	338.67
2145	16.072	434.74
2146	16.077	549.79
2147	16.081	667.71
2148	16.086	769.02
2149	16.09	833.2
2150	16.095	854.16
2151	16.099	843.51
2152	16.104	812.47
2153	16.108	761.22
2154	16.113	696.16
2155	16.118	637.04
2156	16.122	599.93
2157	16.127	584.48
2158	16.131	579.51
2159	16.136	573.42
2160	16.14	563.15
2161	16.145	553
2162	16.149	546.66
2163	16.154	545.17
2164	16.158	546.83
2165	16.163	547.66
2166	16.167	542.27
2167	16.172	529.33
2168	16.176	518.86
2169	16.181	527.32
2170	16.185	580.69
2171	16.19	731.21
2172	16.195	1054.02
2173	16.199	1612.67
2174	16.204	2418.38
2175	16.208	3389.5
2176	16.213	4334.8
2177	16.217	5002.47
2178	16.222	5166.58
2179	16.226	4754.66
2180	16.231	3904.76
2181	16.235	2897.17
2182	16.24	1991.39
2183	16.244	1317.23
2184	16.249	896.65
2185	16.253	669.25
2186	16.258	554.23
2187	16.263	490.89
2188	16.267	447.21
2189	16.272	411.42
2190	16.276	377.21
2191	16.281	342.25
2192	16.285	310.05
2193	16.29	281.4
2194	16.294	253.49
2195	16.299	225.26
2196	16.303	200.7
2197	16.308	182.91
2198	16.312	168.95
2199	16.317	154.97
2200	16.321	141.68
2201	16.326	131.02
2202	16.331	124.05
2203	16.335	120.1
2204	16.34	117.08
2205	16.344	114.31
2206	16.349	111.73
2207	16.353	107.25
2208	16.358	101.04
2209	16.362	96.07
2210	16.367	92.54
2211	16.371	88.85
2212	16.376	85.87
2213	16.38	85.07
2214	16.385	85.66
2215	16.389	86.25
2216	16.394	86.67
2217	16.399	86.06
2218	16.403	37.71
2219	16.408	43.32
2220	16.413	53.37
2221	16.418	64.94
2222	16.423	74.97
2223	16.428	83.36
2224	16.433	88.74
2225	16.439	86
2226	16.444	73.65
2227	16.449	57.62
2228	16.454	44.15
2229	16.459	35
2230	16.464	28.96
2231	16.469	24.77
2232	16.474	22.7
2233	16.479	24.09
2234	16.484	28.6
2235	16.489	32.24
2236	16.494	31.13
2237	16.499	27.04
2238	16.504	24.05
2239	16.509	22.84
2240	16.515	22.13
2241	16.52	21.89
2242	16.525	22.25
2243	16.53	22.96
2244	16.535	24.95
2245	16.54	27.25
2246	16.545	27.65
2247	16.55	28.26
2248	16.555	31
2249	16.56	32.16
2250	16.565	30.67
2251	16.57	31.28
2252	16.575	35.87
2253	16.58	43.94
2254	16.585	56.63
2255	16.591	69.25
2256	16.596	72.01
2257	16.601	64.73
2258	16.606	59.82
2259	16.611	67.01
2260	16.616	85.05
2261	16.621	108.62
2262	16.626	129.91
2263	16.631	137.37
2264	16.636	124.9
2265	16.641	97.24
2266	16.646	66.37
2267	16.651	42.83
2268	16.656	30.86
2269	16.661	29.36
2270	16.667	32.74
2271	16.672	35.63
2272	16.677	36.84
2273	16.682	37.12
2274	16.687	37.63
2275	16.692	38.26
2276	16.697	36.58
2277	16.702	31.9
2278	16.707	27.83
2279	16.712	28.21
2280	16.717	32.22
2281	16.722	35.66
2282	16.727	35.26
2283	16.732	23.99
2284	16.738	19.81
2285	16.743	16.42
2286	16.748	14.12
2287	16.753	13.16
2288	16.758	13.94
2289	16.763	15.77
2290	16.768	17.75
2291	16.773	20.02
2292	16.778	23.13
2293	16.783	27.2
2294	16.788	31.73
2295	16.793	35.82
2296	16.798	39.58
2297	16.803	42.69
2298	16.809	43.03
2299	16.814	39.96
2300	16.819	36.9
2301	16.824	37.43
2302	16.829	40.09
2303	16.834	41.22
2304	16.839	40.66
2305	16.844	41.16
2306	16.849	43.36
2307	16.854	44.58
2308	16.859	43.11
2309	16.864	40.07
2310	16.869	37.01
2311	16.875	34.61
2312	16.88	32.65
2313	16.885	30.71
2314	16.89	29.32
2315	16.895	30.34
2316	16.9	35.06
2317	16.905	43.17
2318	16.91	54.01
2319	16.915	68.4
2320	16.92	87.52
2321	16.925	108.23
2322	16.93	121.11
2323	16.935	119.41
2324	16.94	105.43
2325	16.946	87.02
2326	16.951	71.25
2327	16.956	60.95
2328	16.961	55.94
2329	16.966	54.28
2330	16.971	54.87
2331	16.976	57.07
2332	16.981	57.46
2333	16.986	53.26
2334	16.991	46.57
2335	16.996	40.52
2336	17.001	34.52
2337	17.006	27.81
2338	17.012	22.71
2339	17.017	20.61
2340	17.022	20.17
2341	17.027	19.76
2342	17.032	19.23
2343	17.037	19.42
2344	17.042	20.69
2345	17.047	22.28
2346	17.052	23.58
2347	17.057	24.75
2348	17.062	25.94
2349	17.067	26.71
2350	17.072	26.52
2351	17.077	26.14
2352	17.083	27.13
2353	17.088	29.62
2354	17.093	31.89
2355	17.098	32.36
2356	17.103	31.08
2357	17.108	29.38
2358	17.113	27.71
2359	17.118	25.63
2360	17.123	23.33
2361	17.128	21.8
2362	17.133	21.72
2363	17.138	22.7
2364	17.143	26.79
2365	17.149	44.98
2366	17.156	43.79
2367	17.161	45.6
2368	17.166	45.78
2369	17.171	47.41
2370	17.176	52.11
2371	17.182	56.47
2372	17.187	56.66
2373	17.192	51.82
2374	17.197	43.15
2375	17.202	34.71
2376	17.207	32.04
2377	17.212	36.76
2378	17.217	44.66
2379	17.222	50.4
2380	17.227	52.21
2381	17.232	50.82
2382	17.237	47.34
2383	17.242	43.97
2384	17.247	41.72
2385	17.252	39.88
2386	17.258	39.09
2387	17.263	39.3
2388	17.268	38.2
2389	17.273	35.67
2390	17.278	34.43
2391	17.283	35.24
2392	17.288	37.21
2393	17.293	40.82
2394	17.298	45.14
2395	17.303	46.39
2396	17.308	44.8
2397	17.313	44.38
2398	17.318	44.49
2399	17.323	42.73
2400	17.329	42.36
2401	17.334	46.02
2402	17.339	50.01
2403	17.344	50.37
2404	17.349	47.68
2405	17.354	45.33
2406	17.359	45.81
2407	17.364	47.86
2408	17.369	48.77
2409	17.374	49.06
2410	17.379	50.85
2411	17.384	51.65
2412	17.389	47.34
2413	17.394	39.16
2414	17.399	31.23
2415	17.405	25.78
2416	17.41	23.79
2417	17.415	24.75
2418	17.42	26.29
2419	17.425	27.53
2420	17.43	29.26
2421	17.435	30.14
2422	17.44	29.43
2423	17.445	29.54
2424	17.45	32.15
2425	17.455	35.36
2426	17.46	37.74
2427	17.465	40.13
2428	17.47	42.35
2429	17.476	43.45
2430	17.481	43.81
2431	17.486	43.74
2432	17.491	43.43
2433	17.496	44.41
2434	17.501	46.43
2435	17.506	46.72
2436	17.511	44.91
2437	17.516	43.8
2438	17.521	44.77
2439	17.526	46.74
2440	17.531	49.61
2441	17.536	54.11
2442	17.541	57.76
2443	17.546	57.2
2444	17.552	53.85
2445	17.557	50.4
2446	17.562	46.05
2447	17.567	41.12
2448	17.572	39.62
2449	17.577	41.62
2450	17.582	42.3
2451	17.587	41.32
2452	17.592	42.48
2453	17.597	45.53
2454	17.602	47.25
2455	17.607	47.31
2456	17.612	46.88
2457	17.617	47.38
2458	17.623	52.05
2459	17.628	62.32
2460	17.633	74.07
2461	17.638	81.35
2462	17.643	79.69
2463	17.648	67.1
2464	17.653	48.9
2465	17.658	34.79
2466	17.663	28.94
2467	17.668	28.53
2468	17.673	26.96
2469	17.678	21.19
2470	17.683	16.4
2471	17.688	18.4
2472	17.693	25.41
2473	17.699	30.41
2474	17.704	27.77
2475	17.709	18.14
2476	17.714	6.22
2477	17.719	-2.79
2478	17.724	-5.61
2479	17.729	-4.75
2480	17.734	-4.59
2481	17.739	-5.15
2482	17.744	-4.78
2483	17.749	-2.98
2484	17.754	-0.74
2485	17.759	-0.56
2486	17.764	-2.73
2487	17.77	-4.02
2488	17.775	-3.66
2489	17.78	-3.83
2490	17.785	-3.66
2491	17.79	1.47
2492	17.795	18.63
2493	17.8	57.34
2494	17.805	125.75
2495	17.81	220.61
2496	17.815	319.06
2497	17.82	384.04
2498	17.825	391.22
2499	17.83	340.16
2500	17.835	247.91
2501	17.84	143.83
2502	17.846	61.38
2503	17.851	18.7
2504	17.856	11.38
2505	17.861	24.24
2506	17.866	41.01
2507	17.871	49.64
2508	17.876	47.08
2509	17.881	40.7
2510	17.886	38.72
2511	17.891	41.16
2512	17.896	44.19
2513	17.901	45.37
2514	17.906	43.72
2515	17.911	41.25
2516	17.916	41.86
2517	17.922	46.77
2518	17.927	52.87
2519	17.932	56.04
2520	17.937	56.29
2521	17.942	55.69
2522	17.947	55.22
2523	17.952	55.9
2524	17.957	56.26
2525	17.962	52.84
2526	17.967	48.49
2527	17.972	48.57
2528	17.977	50.78
2529	17.982	50.35
2530	17.987	47.62
2531	17.993	44.93
2532	17.998	43.63
2533	18.003	45.2
2534	18.008	49.46
2535	18.013	52.49
2536	18.018	51.27
2537	18.023	48.64
2538	18.028	48.51
2539	18.033	50.45
