#"+EI TIC MRM (** -> **) 20230518 Sample data MRM.d "		
#Point	X(Minutes)	Y(Counts)
992	10.741	1915.56970214844
993	10.746	1189.53735351563
994	10.751	677.655639648438
995	10.756	362.803375244141
996	10.761	190.553146362305
997	10.766	106.514595031738
998	10.771	71.6455688476563
999	10.776	59.7165756225586
1000	10.781	55.8296279907227
1001	10.786	55.5391235351563
1002	10.791	57.7097320556641
1003	10.796	98.7147445678711
1004	10.805	36.9378204345703
1005	10.808	35.5249252319336
1006	10.811	34.1824836730957
1007	10.814	32.9269256591797
1008	10.817	31.5693054199219
1009	10.82	29.9273166656494
1010	10.823	28.0637264251709
1011	10.826	26.3129806518555
1012	10.829	24.9956035614014
1013	10.833	24.0510749816895
1014	10.836	23.1217384338379
1015	10.839	21.8488922119141
1016	10.842	20.2219581604004
1017	10.845	18.6558036804199
1018	10.848	17.6892833709717
1019	10.851	17.818302154541
1020	10.854	19.5332565307617
1021	10.857	23.573694229126
1022	10.86	31.1805000305176
1023	10.864	43.8882293701172
1024	10.867	63.0932884216309
1025	10.87	89.3269882202148
1026	10.873	121.923439025879
1027	10.876	158.915878295898
1028	10.879	197.139770507813
1029	10.882	232.601470947266
1030	10.885	260.677490234375
1031	10.888	277.071594238281
1032	10.891	278.761932373047
1033	10.894	265.145446777344
1034	10.898	238.607666015625
1035	10.901	204.00341796875
1036	10.904	167.218414306641
1037	10.907	133.286392211914
1038	10.91	105.149238586426
1039	10.913	83.5912322998047
1040	10.916	68.1527328491211
1041	10.919	57.9686164855957
1042	10.922	51.963550567627
1043	10.925	49.012508392334
1044	10.929	47.9977035522461
1045	10.932	48.4124145507813
1046	10.935	50.3074798583984
1047	10.938	53.7726135253906
1048	10.941	58.4578514099121
1049	10.944	63.7206153869629
1050	10.947	69.4355773925781
1051	10.95	76.7556915283203
1052	10.953	87.8522186279297
1053	10.956	104.956382751465
1054	10.96	129.302062988281
1055	10.963	160.41877746582
1056	10.966	196.253875732422
1057	10.969	233.405502319336
1058	10.972	267.599243164063
1059	10.975	294.298614501953
1060	10.978	309.410949707031
1061	10.981	310.099822998047
1062	10.984	295.741546630859
1063	10.987	268.451171875
1064	10.99	232.589981079102
1065	10.994	193.390350341797
1066	10.997	155.357543945313
1067	11	121.515884399414
1068	11.003	93.4613494873047
1069	11.006	71.5149612426758
1070	11.009	55.1811866760254
1071	11.012	43.5679931640625
1072	11.015	35.8039627075195
1073	11.018	31.0840969085693
1074	11.021	28.6342334747314
1075	11.025	27.7781658172607
1076	11.028	28.0659885406494
1077	11.031	29.2377128601074
1078	11.034	30.9546966552734
1079	11.037	32.7336730957031
1080	11.04	34.0787467956543
1081	11.043	34.7334823608398
1082	11.046	34.7010498046875
1083	11.049	34.0266914367676
1084	11.052	32.7275886535645
1085	11.055	30.876314163208
1086	11.059	28.8049144744873
1087	11.062	26.9941291809082
1088	11.065	25.8121147155762
1089	11.068	25.3364143371582
1090	11.071	25.4755153656006
1091	11.074	26.1433448791504
1092	11.077	27.2107219696045
1093	11.08	28.3530693054199
1094	11.083	29.0173072814941
1095	11.086	28.8172817230225
1096	11.09	27.8206806182861
1097	11.093	26.4461269378662
1098	11.096	25.1247940063477
1099	11.099	24.1166362762451
1100	11.102	23.533821105957
1101	11.105	23.3443031311035
1102	11.108	23.2791500091553
1103	11.111	22.9571628570557
1104	11.114	22.1430473327637
1105	11.117	20.9767990112305
1106	11.121	19.7980117797852
1107	11.124	18.8987464904785
1108	11.127	18.2887153625488
1109	11.13	17.7894554138184
1110	11.133	17.2029972076416
1111	11.136	16.5486640930176
1112	11.139	15.975531578064
1113	11.142	15.6158027648926
1114	11.145	15.4067783355713
1115	11.148	15.2101373672485
1116	11.151	14.9376449584961
1117	11.155	14.6671848297119
1118	11.158	14.4949817657471
1119	11.161	14.4794864654541
1120	11.164	14.6182546615601
1121	11.167	14.8406772613525
1122	11.17	15.0276002883911
1123	11.173	15.0678186416626
1124	11.176	14.9167547225952
1125	11.179	14.633864402771
1126	11.182	19.4614696502686
1127	11.188	19.8976268768311
1128	11.193	21.5075969696045
1129	11.198	25.657075881958
1130	11.203	32.290958404541
1131	11.208	40.1166343688965
1132	11.213	48.629322052002
1133	11.218	57.3852882385254
1134	11.223	64.1299667358398
1135	11.228	65.7873992919922
1136	11.233	60.6208724975586
1137	11.238	50.0801124572754
1138	11.243	38.7430877685547
1139	11.248	31.2913665771484
1140	11.253	29.2390632629395
1141	11.258	30.8829040527344
1142	11.263	33.2913284301758
1143	11.268	34.487434387207
1144	11.273	34.535327911377
1145	11.278	34.3168716430664
1146	11.283	33.8161392211914
1147	11.288	32.9811820983887
1148	11.293	33.9603118896484
1149	11.298	40.3412666320801
1150	11.303	56.2762413024902
1151	11.309	86.6699752807617
1152	11.314	132.67106628418
1153	11.319	185.434844970703
1154	11.324	227.788726806641
1155	11.329	243.649017333984
1156	11.334	226.564743041992
1157	11.339	183.669281005859
1158	11.344	132.038116455078
1159	11.349	87.4442520141602
1160	11.354	56.2674560546875
1161	11.359	37.7673225402832
1162	11.364	28.5197505950928
1163	11.369	25.1387538909912
1164	11.374	24.9528522491455
1165	11.379	25.6969413757324
1166	11.384	26.4101829528809
1167	11.389	27.9934501647949
1168	11.394	30.8977069854736
1169	11.399	33.9250984191895
1170	11.404	36.5854721069336
1171	11.409	40.2259292602539
1172	11.414	45.0723075866699
1173	11.419	50.3046073913574
1174	11.424	56.0938529968262
1175	11.43	62.4958000183105
1176	11.435	68.9491958618164
1177	11.44	75.0835189819336
1178	11.445	79.578483581543
1179	11.45	80.0338897705078
1180	11.455	76.1944580078125
1181	11.46	70.879753112793
1182	11.465	65.8955764770508
1183	11.47	61.0395736694336
1184	11.475	56.8007545471191
1185	11.48	54.0891380310059
1186	11.485	52.9955673217773
1187	11.49	53.0768661499023
1188	11.495	54.0168418884277
1189	11.5	55.2108955383301
1190	11.505	54.8136138916016
1191	11.51	51.0109062194824
1192	11.515	44.1005249023438
1193	11.52	36.1863021850586
1194	11.525	29.3937110900879
1195	11.53	24.484977722168
1196	11.535	21.2968578338623
1197	11.54	19.8963413238525
1198	11.545	20.1180458068848
1199	11.551	20.8198165893555
1200	11.556	21.1014537811279
1201	11.561	20.9842872619629
1202	11.566	20.5875949859619
1203	11.571	20.080638885498
1204	11.576	19.7190895080566
1205	11.581	31.838794708252
1206	11.586	32.1647033691406
1207	11.591	31.5020065307617
1208	11.596	30.1080551147461
1209	11.601	28.7249393463135
1210	11.606	28.2474880218506
1211	11.611	28.7458877563477
1212	11.616	29.1012840270996
1213	11.621	28.9325199127197
1214	11.626	28.9294147491455
1215	11.631	29.5888328552246
1216	11.637	31.4995346069336
1217	11.642	35.3162117004395
1218	11.647	41.0997848510742
1219	11.652	48.0671844482422
1220	11.657	55.238224029541
1221	11.662	62.8676071166992
1222	11.667	76.3590545654297
1223	11.672	115.938529968262
1224	11.677	227.382125854492
1225	11.682	488.028015136719
1226	11.687	1001.09948730469
1227	11.692	1839.95349121094
1228	11.697	2937.47875976563
1229	11.702	4021.44189453125
1230	11.707	4714.3828125
1231	11.713	4764.51318359375
1232	11.718	4214.71875
1233	11.723	3345.43432617188
1234	11.728	2463.22216796875
1235	11.733	1732.48693847656
1236	11.738	1183.66662597656
1237	11.743	797.444030761719
1238	11.748	545.3134765625
1239	11.753	394.966156005859
1240	11.758	309.416809082031
1241	11.763	255.471557617188
1242	11.768	215.050399780273
1243	11.773	183.166961669922
1244	11.778	159.708236694336
1245	11.783	143.353302001953
1246	11.789	131.488250732422
1247	11.794	121.996597290039
1248	11.799	113.109359741211
1249	11.804	104.126106262207
1250	11.809	96.4159851074219
1251	11.814	91.0994720458984
1252	11.819	87.6271438598633
1253	11.824	85.081672668457
1254	11.829	82.339111328125
1255	11.834	79.6719589233398
1256	11.839	78.1000747680664
1257	11.844	76.4509048461914
1258	11.849	74.017578125
1259	11.854	71.6945419311523
1260	11.859	68.7269058227539
1261	11.864	64.0348663330078
1262	11.87	59.114387512207
1263	11.875	56.2687110900879
1264	11.88	55.0478668212891
1265	11.885	53.2594375610352
1266	11.89	50.83544921875
1267	11.895	49.6178359985352
1268	11.9	51.4853591918945
1269	11.905	57.1189422607422
1270	11.91	64.6692047119141
1271	11.915	70.6421432495117
1272	11.92	73.4158782958984
1273	11.925	73.6530685424805
1274	11.93	71.6309051513672
1275	11.935	67.1050872802734
1276	11.94	60.6947784423828
1277	11.946	54.2030372619629
1278	11.951	49.8748741149902
1279	11.956	48.5372161865234
1280	11.961	48.6601104736328
1281	11.966	49.0570068359375
1282	11.971	49.5466156005859
1283	11.976	48.7871742248535
1284	11.981	46.0612716674805
1285	11.986	43.4329795837402
1286	11.991	43.1053352355957
1287	11.996	45.2639999389648
1288	12.001	51.8580780029297
1289	12.006	69.0281448364258
1290	12.011	99.6803970336914
1291	12.016	138.461730957031
1292	12.022	178.871948242188
1293	12.027	220.054733276367
1294	12.032	261.134521484375
1295	12.037	293.401489257813
1296	12.042	303.899597167969
1297	12.047	286.289123535156
1298	12.052	243.634231567383
1299	12.057	188.444549560547
1300	12.062	137.640518188477
1301	12.067	100.471870422363
1302	12.072	75.9581527709961
1303	12.077	60.4307403564453
1304	12.082	50.5276374816895
1305	12.087	43.588794708252
1306	12.092	38.5075607299805
1307	12.097	35.0619964599609
1308	12.103	33.2734413146973
1309	12.108	33.9045715332031
1310	12.113	36.5724296569824
1311	12.118	38.3978691101074
1312	12.123	37.2338066101074
1313	12.128	33.9582481384277
1314	12.133	30.8669471740723
1315	12.138	29.3128833770752
1316	12.143	28.7388114929199
1317	12.148	28.0174655914307
1318	12.153	27.1024932861328
1319	12.158	26.5815486907959
1320	12.163	26.3618202209473
1321	12.168	26.2746677398682
1322	12.173	27.1537551879883
1323	12.179	29.4593143463135
1324	12.184	32.7489013671875
1325	12.189	37.32763671875
1326	12.194	43.7614212036133
1327	12.199	52.2360229492188
1328	12.204	63.0744552612305
1329	12.209	74.4100189208984
1330	12.214	81.4732666015625
1331	12.219	81.4410552978516
1332	12.224	75.0980224609375
1333	12.229	64.1052474975586
1334	12.234	51.7839889526367
1335	12.239	41.8841285705566
1336	12.244	35.3073883056641
1337	12.249	31.2219085693359
1338	12.255	28.8429183959961
1339	12.26	27.2952308654785
1340	12.265	26.3280334472656
1341	12.27	26.5006141662598
1342	12.275	27.5863552093506
1343	12.28	28.3625926971436
1344	12.285	28.3933410644531
1345	12.29	28.6606292724609
1346	12.295	30.3237762451172
1347	12.3	32.8437805175781
1348	12.305	33.9436149597168
1349	12.31	32.6941528320313
1350	12.315	30.8756675720215
1351	12.32	30.4728565216064
1352	12.325	31.772762298584
1353	12.33	33.3990287780762
1354	12.336	33.3548393249512
1355	12.341	31.3961963653564
1356	12.346	133.375366210938
1357	12.355	127.050827026367
1358	12.36	160.560760498047
1359	12.364	199.798049926758
1360	12.369	230.848068237305
1361	12.373	241.969528198242
1362	12.378	232.335021972656
1363	12.382	209.244155883789
1364	12.387	183.595397949219
1365	12.392	164.254180908203
1366	12.396	151.169738769531
1367	12.401	138.386734008789
1368	12.405	122.008918762207
1369	12.41	101.832084655762
1370	12.414	80.4906234741211
1371	12.419	62.1408882141113
1372	12.423	49.1539611816406
1373	12.428	41.2872657775879
1374	12.432	37.0861282348633
1375	12.437	34.0499153137207
1376	12.441	30.4093132019043
1377	12.446	27.3904209136963
1378	12.45	26.8393859863281
1379	12.455	29.0069046020508
1380	12.459	33.241771697998
1381	12.464	39.8303260803223
1382	12.469	55.1849975585938
1383	12.473	100.140060424805
1384	12.478	218.196960449219
1385	12.482	481.831298828125
1386	12.487	991.03271484375
1387	12.491	1850.52770996094
1388	12.496	3108.3837890625
1389	12.5	4662.1005859375
1390	12.505	6206.89453125
1391	12.509	7323.2001953125
1392	12.514	7682.69921875
1393	12.518	7201.26318359375
1394	12.523	6051.4033203125
1395	12.527	4588.1328125
1396	12.532	3195.572265625
1397	12.536	2108.92431640625
1398	12.541	1370.81005859375
1399	12.546	914.540771484375
1400	12.55	649.206176757813
1401	12.555	498.768859863281
1402	12.559	414.577758789063
1403	12.564	371.138275146484
1404	12.568	353.725433349609
1405	12.573	350.224914550781
1406	12.577	350.533355712891
1407	12.582	347.069702148438
1408	12.586	335.389068603516
1409	12.591	315.570678710938
1410	12.595	289.626556396484
1411	12.6	258.220794677734
1412	12.604	223.479476928711
1413	12.609	192.240417480469
1414	12.613	169.959289550781
1415	12.618	155.348480224609
1416	12.623	144.033508300781
1417	12.627	133.973937988281
1418	12.632	125.42008972168
1419	12.636	119.550720214844
1420	12.641	118.505416870117
1421	12.645	126.226272583008
1422	12.65	148.224136352539
1423	12.654	192.389022827148
1424	12.659	270.107269287109
1425	12.663	391.082885742188
1426	12.668	552.099182128906
1427	12.672	727.4619140625
1428	12.677	871.344299316406
1429	12.681	939.990661621094
1430	12.686	919.53125
1431	12.69	828.772094726563
1432	12.695	700.196533203125
1433	12.7	564.023193359375
1434	12.704	440.270355224609
1435	12.709	335.859405517578
1436	12.713	253.013549804688
1437	12.718	195.197296142578
1438	12.722	160.677505493164
1439	12.727	141.50895690918
1440	12.731	130.341430664063
1441	12.736	122.136375427246
1442	12.74	113.079689025879
1443	12.745	102.210784912109
1444	12.749	91.8370513916016
1445	12.754	83.972412109375
1446	12.758	78.4431304931641
1447	12.763	74.6472930908203
1448	12.767	72.0708847045898
1449	12.772	70.5296630859375
1450	12.776	70.021484375
1451	12.781	69.3345260620117
1452	12.786	67.587287902832
1453	12.79	65.9729843139648
1454	12.795	66.2301177978516
1455	12.799	69.0801696777344
1456	12.804	73.7223663330078
1457	12.808	78.786247253418
1458	12.813	82.9374618530273
1459	12.817	84.2611236572266
1460	12.822	81.8683776855469
1461	12.826	76.9063339233398
1462	12.831	70.4472274780273
1463	12.835	63.0136871337891
1464	12.84	55.1885452270508
1465	12.844	48.2827911376953
1466	12.849	43.8730850219727
1467	12.853	41.9870910644531
1468	12.858	41.5067863464355
1469	12.863	41.6607666015625
1470	12.867	41.9670791625977
1471	12.872	42.306999206543
1472	12.876	42.6764984130859
1473	12.881	42.5346984863281
1474	12.885	41.4781265258789
1475	12.89	39.9685401916504
1476	12.894	38.9189262390137
1477	12.899	38.7051429748535
1478	12.903	38.6841697692871
1479	12.908	38.1534118652344
1480	12.912	36.8681716918945
1481	12.917	35.408634185791
1482	12.921	34.926944732666
1483	12.926	35.2988739013672
1484	12.93	35.5383033752441
1485	12.935	36.443229675293
1486	12.94	39.8468971252441
1487	12.944	46.1298141479492
1488	12.949	54.1108703613281
1489	12.953	62.6073341369629
1490	12.958	71.9566650390625
1491	12.962	82.6222229003906
1492	12.967	92.5078201293945
1493	12.971	98.4072494506836
1494	12.976	98.3430023193359
1495	12.98	91.0637359619141
1496	12.985	77.9468231201172
1497	12.989	64.0873336791992
1498	12.994	53.2377128601074
1499	12.998	45.31494140625
1500	13.003	39.4251136779785
1501	13.007	35.6246681213379
1502	13.012	34.3086624145508
1503	13.017	35.5520477294922
1504	13.021	38.454288482666
1505	13.026	41.4768371582031
1506	13.03	43.9880485534668
1507	13.035	46.869083404541
1508	13.039	50.9326858520508
1509	13.044	55.0155487060547
1510	13.048	56.4704132080078
1511	13.053	54.7283058166504
1512	13.057	51.8794441223145
1513	13.062	49.398307800293
1514	13.066	47.1792678833008
1515	13.071	45.1170272827148
1516	13.075	43.8650550842285
1517	13.08	43.9212989807129
1518	13.084	44.6988945007324
1519	13.089	45.1220169067383
1520	13.093	44.100341796875
1521	13.098	41.2290306091309
1522	13.103	37.9656028747559
1523	13.107	36.2832832336426
1524	13.112	36.6112251281738
1525	13.116	38.4203033447266
1526	13.121	41.6166381835938
1527	13.125	46.1552352905273
1528	13.13	50.7791633605957
1529	13.134	54.1983108520508
1530	13.139	56.7747116088867
1531	13.143	59.436336517334
1532	13.148	62.8578834533691
1533	13.152	67.5491027832031
1534	13.157	72.1074523925781
1535	13.161	73.6215209960938
1536	13.166	71.3977203369141
1537	13.17	67.2103042602539
1538	13.175	63.3749847412109
1539	13.18	62.6861457824707
1540	13.184	67.407600402832
1541	13.189	78.1522598266602
1542	13.193	94.8696670532227
1543	13.198	117.010543823242
1544	13.202	142.495132446289
1545	13.207	167.644943237305
1546	13.211	188.921646118164
1547	13.216	208.506683349609
1548	13.22	237.289428710938
1549	13.225	286.981903076172
1550	13.229	360.607543945313
1551	13.234	451.580963134766
1552	13.238	542.5009765625
1553	13.243	609.915283203125
1554	13.247	645.41943359375
1555	13.252	11.6799325942993
1556	13.257	11.3619508743286
1557	13.261	10.7074518203735
1558	13.266	9.49719429016113
1559	13.27	8.20080280303955
1560	13.275	7.51713228225708
1561	13.279	7.5458869934082
1562	13.284	7.79916191101074
1563	13.288	7.97142601013184
1564	13.293	8.15156555175781
1565	13.297	8.09637546539307
1566	13.302	7.61704635620117
1567	13.306	7.37673759460449
1568	13.311	7.88184070587158
1569	13.315	8.79148101806641
1570	13.32	9.63852691650391
1571	13.325	10.0571413040161
1572	13.329	9.8821325302124
1573	13.334	9.73746490478516
1574	13.338	10.601318359375
1575	13.343	12.7586259841919
1576	13.347	15.6963806152344
1577	13.352	19.0136909484863
1578	13.356	22.5666484832764
1579	13.361	26.0496883392334
1580	13.365	29.0889358520508
1581	13.37	31.2857437133789
1582	13.374	32.4421195983887
1583	13.379	33.2291297912598
1584	13.383	34.9742660522461
1585	13.388	38.2320022583008
1586	13.392	41.4256019592285
1587	13.397	41.8578109741211
1588	13.402	38.633659362793
1589	13.406	33.3166770935059
1590	13.411	27.9269943237305
1591	13.415	23.3736343383789
1592	13.42	19.3117790222168
1593	13.424	15.2097263336182
1594	13.429	11.5994396209717
1595	13.433	9.4111499786377
1596	13.438	8.6403694152832
1597	13.442	8.59778785705566
1598	13.447	8.76140403747559
1599	13.451	8.4062614440918
1600	13.456	8.26352691650391
1601	13.462	8.24131393432617
1602	13.467	8.21657848358154
1603	13.472	8.19604682922363
1604	13.477	8.34891796112061
1605	13.482	8.6307487487793
1606	13.487	8.5820140838623
1607	13.492	7.96407985687256
1608	13.497	7.21219682693481
1609	13.502	6.71793651580811
1610	13.507	6.44045257568359
1611	13.512	6.49397373199463
1612	13.517	7.27756452560425
1613	13.522	8.88331985473633
1614	13.527	10.5297937393188
1615	13.532	11.1238393783569
1616	13.538	10.5226535797119
1617	13.543	9.61032772064209
1618	13.548	9.52137660980225
1619	13.553	12.1230716705322
1620	13.558	20.7586650848389
1621	13.563	40.896427154541
1622	13.568	81.8979721069336
1623	13.573	158.237258911133
1624	13.578	284.106231689453
1625	13.583	459.243041992188
1626	13.588	657.921752929688
1627	13.593	838.324768066406
1628	13.598	961.118408203125
1629	13.603	997.323791503906
1630	13.608	939.139038085938
1631	13.614	811.578186035156
1632	13.619	659.491271972656
1633	13.624	523.661315917969
1634	13.629	422.152099609375
1635	13.634	348.706207275391
1636	13.639	292.561279296875
1637	13.644	249.746398925781
1638	13.649	217.224472045898
1639	13.654	191.874816894531
1640	13.659	172.205078125
1641	13.664	155.446304321289
1642	13.669	138.779251098633
1643	13.674	123.485733032227
1644	13.679	112.488494873047
1645	13.684	105.397277832031
1646	13.69	99.0907974243164
1647	13.695	91.7874984741211
1648	13.7	84.9372711181641
1649	13.705	80.6512603759766
1650	13.71	77.5770492553711
1651	13.715	72.8146820068359
1652	13.72	66.8811798095703
1653	13.725	62.3882141113281
1654	13.73	59.8349914550781
1655	13.735	57.6814880371094
1656	13.74	55.8178329467773
1657	13.745	55.7202415466309
1658	13.75	57.1564331054688
1659	13.755	58.0212173461914
1660	13.76	57.0325813293457
1661	13.765	55.0638542175293
1662	13.771	53.8645324707031
1663	13.776	53.5283470153809
1664	13.781	52.8725051879883
1665	13.786	52.0706062316895
1666	13.791	51.4743385314941
1667	13.796	49.3610725402832
1668	13.801	45.3164405822754
1669	13.806	41.0906867980957
1670	13.811	37.6932258605957
1671	13.816	35.5605583190918
1672	13.821	35.3911628723145
1673	13.826	36.5198593139648
1674	13.831	36.4378509521484
1675	13.836	34.1755676269531
1676	13.841	31.5735645294189
1677	13.847	30.1231784820557
1678	13.852	29.3331031799316
1679	13.857	28.3129138946533
1680	13.862	27.5658416748047
1681	13.867	42.0217666625977
1682	13.876	14.0495147705078
1683	13.881	14.5048675537109
1684	13.886	15.62486743927
1685	13.89	16.3647136688232
1686	13.895	15.98304271698
1687	13.899	14.8976812362671
1688	13.904	13.8383436203003
1689	13.908	13.0631103515625
1690	13.913	12.7742919921875
1691	13.917	12.9694604873657
1692	13.922	13.1218891143799
1693	13.926	13.0101070404053
1694	13.931	12.9806699752808
1695	13.935	13.3053913116455
1696	13.94	13.9771137237549
1697	13.944	14.8132076263428
1698	13.949	15.2711658477783
1699	13.953	15.1646957397461
1700	13.958	15.4350147247314
1701	13.962	16.8203945159912
1702	13.967	19.5350570678711
1703	13.972	24.6436023712158
1704	13.976	33.2334136962891
1705	13.981	44.6212158203125
1706	13.985	56.3930130004883
1707	13.99	66.8500518798828
1708	13.994	77.4978485107422
1709	13.999	91.0501708984375
1710	14.003	106.637344360352
1711	14.008	119.788383483887
1712	14.012	125.868583679199
1713	14.017	122.222381591797
1714	14.021	108.922729492188
1715	14.026	89.5024490356445
1716	14.03	68.5199127197266
1717	14.035	48.9174652099609
1718	14.039	33.1034164428711
1719	14.044	22.8086318969727
1720	14.049	17.5374946594238
1721	14.053	15.5889453887939
1722	14.058	15.4118680953979
1723	14.062	15.7963781356812
1724	14.067	15.8189563751221
1725	14.071	15.0336875915527
1726	14.076	13.7448635101318
1727	14.08	12.6598138809204
1728	14.085	12.0723648071289
1729	14.089	11.7968158721924
1730	14.094	11.7193450927734
1731	14.098	11.9944534301758
1732	14.103	13.3986625671387
1733	14.107	17.2090225219727
1734	14.112	24.5416564941406
1735	14.116	37.1149826049805
1736	14.121	57.7196006774902
1737	14.125	86.7178802490234
1738	14.13	119.189270019531
1739	14.135	147.430480957031
1740	14.139	164.254180908203
1741	14.144	163.901992797852
1742	14.148	145.372161865234
1743	14.153	114.780113220215
1744	14.157	81.7528305053711
1745	14.162	53.6749267578125
1746	14.166	33.6531257629395
1747	14.171	21.639965057373
1748	14.175	15.7346620559692
1749	14.18	13.2300243377686
1750	14.184	8.83149433135986
1751	14.189	9.43841552734375
1752	14.193	10.1402683258057
1753	14.198	10.7113971710205
1754	14.203	10.8539180755615
1755	14.207	10.7208423614502
1756	14.212	10.9712772369385
1757	14.216	11.9187526702881
1758	14.221	12.924337387085
1759	14.225	13.0711431503296
1760	14.23	12.3885545730591
1761	14.234	11.6670417785645
1762	14.239	11.3888025283813
1763	14.243	11.4848098754883
1764	14.248	12.0343246459961
1765	14.252	13.362642288208
1766	14.257	15.2012062072754
1767	14.261	16.7761154174805
1768	14.266	18.0458736419678
1769	14.271	20.0362701416016
1770	14.275	23.8921184539795
1771	14.28	29.8779888153076
1772	14.284	37.4708633422852
1773	14.289	46.0277290344238
1774	14.293	54.7443809509277
1775	14.298	62.2618637084961
1776	14.302	66.8355712890625
1777	14.307	67.3076324462891
1778	14.311	63.8505973815918
1779	14.316	57.6502914428711
1780	14.32	50.1260299682617
1781	14.325	42.395336151123
1782	14.329	35.2050552368164
1783	14.334	28.6419677734375
1784	14.338	22.6489505767822
1785	14.343	17.646785736084
1786	14.348	13.9435691833496
1787	14.352	11.5778198242188
1788	14.357	10.5513353347778
1789	14.361	10.3520975112915
1790	14.366	10.2687997817993
1791	14.37	10.1571941375732
1792	14.375	10.1828861236572
1793	14.379	10.2079610824585
1794	14.384	9.84677600860596
1795	14.388	9.24446582794189
1796	14.393	9.218674659729
1797	14.397	9.87634658813477
1798	14.402	10.3409690856934
1799	14.406	10.1974792480469
1800	14.411	9.79223823547363
1801	14.416	9.55218887329102
1802	14.42	9.57470035552979
1803	14.425	9.60479736328125
1804	14.429	9.42857360839844
1805	14.434	9.1917552947998
1806	14.438	9.18968677520752
1807	14.443	9.58439922332764
1808	14.447	10.4643859863281
1809	14.452	11.9516687393188
1810	14.456	13.7648963928223
1811	14.461	14.9251794815063
1812	14.465	14.626127243042
1813	14.47	13.3530130386353
1814	14.474	12.366455078125
1815	14.479	11.9254083633423
1816	14.484	11.1600761413574
1817	14.488	9.86105823516846
1818	14.493	8.75925922393799
1819	14.497	8.15289402008057
1820	14.502	7.7723274230957
1821	14.506	7.66612005233765
1822	14.511	8.06232833862305
1823	14.515	8.89280700683594
1824	14.52	9.73748016357422
1825	14.524	10.0475616455078
1826	14.529	9.80973625183105
1827	14.533	9.50672912597656
1828	14.538	9.22933864593506
1829	14.542	8.70745468139648
1830	14.547	7.97666311264038
1831	14.552	7.31239366531372
1832	14.556	6.78985452651978
1833	14.561	6.25060701370239
1834	14.565	5.73252248764038
1835	14.57	5.54775810241699
1836	14.574	5.8543438911438
1837	14.579	6.52744817733765
1838	14.583	7.29152965545654
1839	14.588	7.78492021560669
1840	14.592	7.86127662658691
1841	14.597	7.73019504547119
1842	14.601	7.63684749603271
1843	14.606	7.69939804077148
1844	14.61	7.88557577133179
1845	14.615	7.95197010040283
1846	14.62	7.74576854705811
1847	14.624	7.52438449859619
1848	14.629	7.55923652648926
1849	14.633	7.84010028839111
1850	14.638	8.25109481811523
1851	14.642	8.53852081298828
1852	14.647	8.63162803649902
1853	14.651	8.65512657165527
1854	14.656	8.41861534118652
1855	14.66	7.84563398361206
1856	14.665	7.30365324020386
1857	14.669	6.93312835693359
1858	14.674	6.63884258270264
1859	14.678	6.50079774856567
1860	14.683	6.57005882263184
1861	14.688	6.7393970489502
1862	14.692	6.886390209198
1863	14.697	6.86077833175659
1864	14.701	6.73436975479126
1865	14.706	6.75444984436035
1866	14.71	6.87476015090942
1867	14.715	6.89876461029053
1868	14.719	7.09562349319458
1869	14.724	7.84653377532959
1870	14.728	8.97235774993896
1871	14.733	10.0454978942871
1872	14.737	11.3054761886597
1873	14.742	14.3671340942383
1874	14.746	22.2468738555908
1875	14.751	37.2156105041504
1876	14.755	59.0389289855957
1877	14.76	86.3720245361328
1878	14.765	117.961524963379
1879	14.769	150.162094116211
1880	14.774	175.145462036133
1881	14.778	184.944473266602
1882	14.783	177.62158203125
1883	14.787	157.863754272461
1884	14.792	134.75373840332
1885	14.796	116.028587341309
1886	14.801	18.0033168792725
1887	14.806	15.9736051559448
1888	14.811	13.6742830276489
1889	14.816	12.0944032669067
1890	14.821	11.6664180755615
1891	14.826	11.9917783737183
1892	14.831	12.6524000167847
1893	14.836	13.3424873352051
1894	14.841	13.5272350311279
1895	14.846	12.7700424194336
1896	14.852	11.420711517334
1897	14.857	10.3711385726929
1898	14.862	10.0066680908203
1899	14.867	10.0386476516724
1900	14.872	10.2588205337524
1901	14.877	10.7260122299194
1902	14.882	11.3937511444092
1903	14.887	12.044620513916
1904	14.892	12.5065231323242
1905	14.897	12.6974220275879
1906	14.902	12.6611862182617
1907	14.907	12.377368927002
1908	14.912	12.0259170532227
1909	14.917	11.9734773635864
1910	14.923	12.1871557235718
1911	14.928	12.3239555358887
1912	14.933	12.4187698364258
1913	14.938	12.7647399902344
1914	14.943	13.6796436309814
1915	14.948	15.4041404724121
1916	14.953	17.898796081543
1917	14.958	20.3522090911865
1918	14.963	21.4506912231445
1919	14.968	20.7153606414795
1920	14.973	18.9593658447266
1921	14.978	17.015625
1922	14.983	15.1796207427979
1923	14.988	13.4761066436768
1924	14.994	12.132942199707
1925	14.999	11.5150566101074
1926	15.004	11.4897003173828
1927	15.009	11.7079582214355
1928	15.014	12.4539470672607
1929	15.019	13.7998342514038
1930	15.024	14.3388271331787
1931	15.029	13.1017608642578
1932	15.034	11.2495718002319
1933	15.039	10.0015392303467
1934	15.044	9.47987079620361
1935	15.049	9.6137866973877
1936	15.054	10.1179428100586
1937	15.059	10.6055183410645
1938	15.065	10.938362121582
